7.414999999999999369e-02,7.690500000000000114e-02,7.966000000000000858e-02,8.241500000000000214e-02,8.517000000000000959e-02,8.792500000000000315e-02,9.068000000000001060e-02,9.343500000000000416e-02,9.618999999999999773e-02,9.894500000000000517e-02,1.017000000000000126e-01,1.044550000000000062e-01,1.072100000000000136e-01,1.099650000000000072e-01,1.127200000000000146e-01,1.154749999999999943e-01,1.182300000000000156e-01,1.209850000000000092e-01,1.237400000000000028e-01,1.264950000000000241e-01,1.292500000000000315e-01,1.320050000000000112e-01,1.347599999999999909e-01,1.375150000000000261e-01,1.402700000000000058e-01,1.430250000000000132e-01,1.457800000000000207e-01,1.485350000000000281e-01,1.512900000000000078e-01,1.540449999999999875e-01,1.568000000000000227e-01,1.595550000000000024e-01,1.623100000000000098e-01,1.650649999999999895e-01,1.678200000000000247e-01,1.705750000000000322e-01,1.733300000000000396e-01,1.760850000000000193e-01,1.788399999999999990e-01,1.815950000000000064e-01,1.843500000000000139e-01,1.871049999999999935e-01,1.898600000000000010e-01,1.926150000000000362e-01,1.953700000000000436e-01,1.981249999999999956e-01,2.008800000000000030e-01,2.036350000000000104e-01,2.063900000000000179e-01,2.091449999999999976e-01,2.118999999999999773e-01,2.146550000000000125e-01,2.174100000000000199e-01,2.201649999999999996e-01,2.229200000000000070e-01
7.450510204081632615e-02,7.728509070294783956e-02,8.006507936507936685e-02,8.284506802721089413e-02,8.562505668934240755e-02,8.840504535147392096e-02,9.118503401360544824e-02,9.396502267573696165e-02,9.674501133786847507e-02,9.952500000000000235e-02,1.023049886621315296e-01,1.050849773242630292e-01,1.078649659863945703e-01,1.106449546485260838e-01,1.134249433106575972e-01,1.162049319727891106e-01,1.189849206349206379e-01,1.217649092970521513e-01,1.245448979591836786e-01,1.273248866213151920e-01,1.301048752834467193e-01,1.328848639455782465e-01,1.356648526077097461e-01,1.384448412698413011e-01,1.412248299319727729e-01,1.440048185941043002e-01,1.467848072562358275e-01,1.495647959183673548e-01,1.523447845804988821e-01,1.551247732426303538e-01,1.579047619047619089e-01,1.606847505668934362e-01,1.634647392290249357e-01,1.662447278911564352e-01,1.690247165532879903e-01,1.718047052154195176e-01,1.745846938775510448e-01,1.773646825396825444e-01,1.801446712018140439e-01,1.829246598639455712e-01,1.857046485260770985e-01,1.884846371882085980e-01,1.912646258503401253e-01,1.940446145124716804e-01,1.968246031746031799e-01,1.996045918367346794e-01,2.023845804988662067e-01,2.051645691609977340e-01,2.079445578231292613e-01,2.107245464852607331e-01,2.135045351473922604e-01,2.162845238095238154e-01,2.190645124716553427e-01,2.218445011337868422e-01,2.246244897959183418e-01
7.486020408163265860e-02,7.766518140589570574e-02,8.047015873015873899e-02,8.327513605442177225e-02,8.608011337868481938e-02,8.888509070294785264e-02,9.169006802721088589e-02,9.449504535147393303e-02,9.730002267573696628e-02,1.001049999999999995e-01,1.029099773242630467e-01,1.057149546485260799e-01,1.085199319727891409e-01,1.113249092970521603e-01,1.141298866213152075e-01,1.169348639455782268e-01,1.197398412698412878e-01,1.225448185941043211e-01,1.253497959183673682e-01,1.281547732426304154e-01,1.309597505668934347e-01,1.337647278911564819e-01,1.365697052154195013e-01,1.393746825396825484e-01,1.421796598639455955e-01,1.449846371882086149e-01,1.477896145124716620e-01,1.505945918367347369e-01,1.533995691609977285e-01,1.562045464852607757e-01,1.590095238095238228e-01,1.618145011337868699e-01,1.646194784580498893e-01,1.674244557823129087e-01,1.702294331065759836e-01,1.730344104308390307e-01,1.758393877551020779e-01,1.786443650793650972e-01,1.814493424036281444e-01,1.842543197278911637e-01,1.870592970521542109e-01,1.898642743764172303e-01,1.926692517006802774e-01,1.954742290249433523e-01,1.982792063492063717e-01,2.010841836734693910e-01,2.038891609977324382e-01,2.066941383219954853e-01,2.094991156462585324e-01,2.123040929705215241e-01,2.151090702947845712e-01,2.179140476190476461e-01,2.207190249433106932e-01,2.235240022675736848e-01,2.263289795918367320e-01
7.521530612244897718e-02,7.804527210884354416e-02,8.087523809523811114e-02,8.370520408163265036e-02,8.653517006802721734e-02,8.936513605442177044e-02,9.219510204081632354e-02,9.502506802721089052e-02,9.785503401360544362e-02,1.006849999999999967e-01,1.035149659863945637e-01,1.063449319727891168e-01,1.091748979591836838e-01,1.120048639455782369e-01,1.148348299319727900e-01,1.176647959183673431e-01,1.204947619047619101e-01,1.233247278911564632e-01,1.261546938775510163e-01,1.289846598639455832e-01,1.318146258503401502e-01,1.346445918367347172e-01,1.374745578231292287e-01,1.403045238095238234e-01,1.431344897959183626e-01,1.459644557823129296e-01,1.487944217687074966e-01,1.516243877551020636e-01,1.544543537414966028e-01,1.572843197278911420e-01,1.601142857142857090e-01,1.629442517006802760e-01,1.657742176870748152e-01,1.686041836734693822e-01,1.714341496598639492e-01,1.742641156462585161e-01,1.770940816326530831e-01,1.799240476190476223e-01,1.827540136054421893e-01,1.855839795918367285e-01,1.884139455782312955e-01,1.912439115646258347e-01,1.940738775510204017e-01,1.969038435374149687e-01,1.997338095238095357e-01,2.025637755102040749e-01,2.053937414965986419e-01,2.082237074829931811e-01,2.110536734693877481e-01,2.138836394557822873e-01,2.167136054421768543e-01,2.195435714285714490e-01,2.223735374149659882e-01,2.252035034013605275e-01,2.280334693877550944e-01
7.557040816326530963e-02,7.842536281179138258e-02,8.128031746031746940e-02,8.413527210884354235e-02,8.699022675736961530e-02,8.984518140589570212e-02,9.270013605442177507e-02,9.555509070294784801e-02,9.841004535147393484e-02,1.012650000000000078e-01,1.041199546485260946e-01,1.069749092970521537e-01,1.098298639455782544e-01,1.126848185941043134e-01,1.155397732426304003e-01,1.183947278911564593e-01,1.212496825396825600e-01,1.241046371882086191e-01,1.269595918367347198e-01,1.298145464852607789e-01,1.326695011337868657e-01,1.355244557823129248e-01,1.383794104308390116e-01,1.412343650793650984e-01,1.440893197278911853e-01,1.469442743764172166e-01,1.497992290249433034e-01,1.526541836734694180e-01,1.555091383219954770e-01,1.583640929705215361e-01,1.612190476190476507e-01,1.640740022675737098e-01,1.669289569160997966e-01,1.697839115646258557e-01,1.726388662131519425e-01,1.754938208616780293e-01,1.783487755102041161e-01,1.812037301587301752e-01,1.840586848072562620e-01,1.869136394557823211e-01,1.897685941043084079e-01,1.926235487528344670e-01,1.954785034013605538e-01,1.983334580498866406e-01,2.011884126984127275e-01,2.040433673469387865e-01,2.068983219954648733e-01,2.097532766439909324e-01,2.126082312925170192e-01,2.154631859410430783e-01,2.183181405895691651e-01,2.211730952380952797e-01,2.240280498866213388e-01,2.268830045351473979e-01,2.297379591836734847e-01
7.592551020408164208e-02,7.880545351473923488e-02,8.168539682539682767e-02,8.456534013605442046e-02,8.744528344671201325e-02,9.032522675736961992e-02,9.320517006802721272e-02,9.608511337868480551e-02,9.896505668934241218e-02,1.018449999999999911e-01,1.047249433106575978e-01,1.076048866213151906e-01,1.104848299319727972e-01,1.133647732426303900e-01,1.162447165532879828e-01,1.191246598639455756e-01,1.220046031746031823e-01,1.248845464852607751e-01,1.277644897959183679e-01,1.306444331065759745e-01,1.335243764172335812e-01,1.364043197278911879e-01,1.392842630385487390e-01,1.421642063492063457e-01,1.450441496598639524e-01,1.479240929705215313e-01,1.508040362811791379e-01,1.536839795918367446e-01,1.565639229024943235e-01,1.594438662131519302e-01,1.623238095238095369e-01,1.652037528344671435e-01,1.680836961451247225e-01,1.709636394557823014e-01,1.738435827664399080e-01,1.767235260770975425e-01,1.796034693877551214e-01,1.824834126984127003e-01,1.853633560090703070e-01,1.882432993197278859e-01,1.911232426303854925e-01,1.940031859410430715e-01,1.968831292517006504e-01,1.997630725623582848e-01,2.026430158730158915e-01,2.055229591836734704e-01,2.084029024943310493e-01,2.112828458049886560e-01,2.141627891156462626e-01,2.170427324263038416e-01,2.199226757369614205e-01,2.228026190476190549e-01,2.256825623582766616e-01,2.285625056689342127e-01,2.314424489795918194e-01
7.628061224489796066e-02,7.918554421768707330e-02,8.209047619047618594e-02,8.499540816326531245e-02,8.790034013605442509e-02,9.080527210884353773e-02,9.371020408163265036e-02,9.661513605442176300e-02,9.952006802721087564e-02,1.024249999999999883e-01,1.053299319727891148e-01,1.082348639455782136e-01,1.111397959183673539e-01,1.140447278911564527e-01,1.169496598639455792e-01,1.198545918367346780e-01,1.227595238095238184e-01,1.256644557823129171e-01,1.285693877551020159e-01,1.314743197278911424e-01,1.343792517006802689e-01,1.372841836734693954e-01,1.401891156462584942e-01,1.430940476190476207e-01,1.459989795918367195e-01,1.489039115646258460e-01,1.518088435374149447e-01,1.547137755102040990e-01,1.576187074829931700e-01,1.605236394557822965e-01,1.634285714285714231e-01,1.663335034013605496e-01,1.692384353741496483e-01,1.721433673469387471e-01,1.750482993197278736e-01,1.779532312925170279e-01,1.808581632653061266e-01,1.837630952380952254e-01,1.866680272108843519e-01,1.895729591836734507e-01,1.924778911564625772e-01,1.953828231292516759e-01,1.982877551020407747e-01,2.011926870748299290e-01,2.040976190476190555e-01,2.070025510204081265e-01,2.099074829931972530e-01,2.128124149659863795e-01,2.157173469387755060e-01,2.186222789115645770e-01,2.215272108843537036e-01,2.244321428571428578e-01,2.273370748299319566e-01,2.302420068027210553e-01,2.331469387755101819e-01
7.663571428571427924e-02,7.956563492063492560e-02,8.249555555555557196e-02,8.542547619047619056e-02,8.835539682539683692e-02,9.128531746031745553e-02,9.421523809523810189e-02,9.714515873015872049e-02,1.000750793650793669e-01,1.030049999999999993e-01,1.059349206349206457e-01,1.088648412698412643e-01,1.117947619047619245e-01,1.147246825396825431e-01,1.176546031746031756e-01,1.205845238095238081e-01,1.235144444444444545e-01,1.264443650793650731e-01,1.293742857142857194e-01,1.323042063492063658e-01,1.352341269841270122e-01,1.381640476190476308e-01,1.410939682539682494e-01,1.440238888888888957e-01,1.469538095238095421e-01,1.498837301587301329e-01,1.528136507936507793e-01,1.557435714285714257e-01,1.586734920634920720e-01,1.616034126984126906e-01,1.645333333333333370e-01,1.674632539682539834e-01,1.703931746031746020e-01,1.733230952380952206e-01,1.762530158730158669e-01,1.791829365079365410e-01,1.821128571428571596e-01,1.850427777777777782e-01,1.879726984126984246e-01,1.909026190476190432e-01,1.938325396825396896e-01,1.967624603174603082e-01,1.996923809523809268e-01,2.026223015873016009e-01,2.055522222222222473e-01,2.084821428571428381e-01,2.114120634920634845e-01,2.143419841269841308e-01,2.172719047619047772e-01,2.202018253968253680e-01,2.231317460317460144e-01,2.260616666666666885e-01,2.289915873015873071e-01,2.319215079365079257e-01,2.348514285714285721e-01
7.699081632653062557e-02,7.994572562358277790e-02,8.290063492063493022e-02,8.585554421768708255e-02,8.881045351473923488e-02,9.176536281179138721e-02,9.472027210884353954e-02,9.767518140589569187e-02,1.006300907029478581e-01,1.035850000000000104e-01,1.065399092970521766e-01,1.094948185941043151e-01,1.124497278911564813e-01,1.154046371882086336e-01,1.183595464852607859e-01,1.213144557823129244e-01,1.242693650793651045e-01,1.272242743764172568e-01,1.301791836734693952e-01,1.331340929705215614e-01,1.360890022675736999e-01,1.390439115646258661e-01,1.419988208616780323e-01,1.449537301587301985e-01,1.479086394557823370e-01,1.508635487528344754e-01,1.538184580498866416e-01,1.567733673469388078e-01,1.597282766439909463e-01,1.626831859410430847e-01,1.656380952380952509e-01,1.685930045351474171e-01,1.715479138321995556e-01,1.745028231292516940e-01,1.774577324263038880e-01,1.804126417233560542e-01,1.833675510204082204e-01,1.863224603174603311e-01,1.892773696145124973e-01,1.922322789115646358e-01,1.951871882086168020e-01,1.981420975056689404e-01,2.010970068027210789e-01,2.040519160997732728e-01,2.070068253968254390e-01,2.099617346938775497e-01,2.129166439909297159e-01,2.158715532879818821e-01,2.188264625850340483e-01,2.217813718820861590e-01,2.247362811791383252e-01,2.276911904761905192e-01,2.306460997732426577e-01,2.336010090702947961e-01,2.365559183673469623e-01
7.734591836734694414e-02,8.032581632653061632e-02,8.330571428571428849e-02,8.628561224489796067e-02,8.926551020408163284e-02,9.224540816326530501e-02,9.522530612244897719e-02,9.820520408163264936e-02,1.011851020408163354e-01,1.041649999999999937e-01,1.071448979591836798e-01,1.101247959183673381e-01,1.131046938775510380e-01,1.160845918367346963e-01,1.190644897959183685e-01,1.220443877551020406e-01,1.250242857142857267e-01,1.280041836734693850e-01,1.309840816326530710e-01,1.339639795918367571e-01,1.369438775510204154e-01,1.399237755102041014e-01,1.429036734693877597e-01,1.458835714285714458e-01,1.488634693877551041e-01,1.518433673469387624e-01,1.548232653061224484e-01,1.578031632653061345e-01,1.607830612244897928e-01,1.637629591836734511e-01,1.667428571428571649e-01,1.697227551020408232e-01,1.727026530612244815e-01,1.756825510204081398e-01,1.786624489795918536e-01,1.816423469387755396e-01,1.846222448979592257e-01,1.876021428571428562e-01,1.905820408163265423e-01,1.935619387755102005e-01,1.965418367346938866e-01,1.995217346938775449e-01,2.025016326530612032e-01,2.054815306122449170e-01,2.084614285714286031e-01,2.114413265306122336e-01,2.144212244897959196e-01,2.174011224489796057e-01,2.203810204081632640e-01,2.233609183673469223e-01,2.263408163265305806e-01,2.293207142857142944e-01,2.323006122448979804e-01,2.352805102040816110e-01,2.382604081632652970e-01
