stress,cloud_llm_controller,external_log_agent,local_feedback_morphology,invariant_carrier_agent,failure_line
0.0,0.9908062946327119,0.9919313874482731,0.9999562229206718,0.999988791550315,0.5
0.0041841004184100415,0.9904568539182678,0.9913596118490686,0.9997866050355287,0.9999045324271026,0.5
0.008368200836820083,0.9900942642060306,0.9907809556686707,0.9996168711237315,0.9998202435897539,0.5
0.012552301255230124,0.9897180409927193,0.9901952241721836,0.9994470152138394,0.9997359235084797,0.5
0.016736401673640166,0.9893276827172236,0.9896022174099057,0.9992770310272414,0.9996515705747445,0.5
0.02092050209205021,0.9889226702218055,0.9890017300954507,0.9991069119623722,0.9995671830972133,0.5
0.025104602510460247,0.9885024662011841,0.9883935514821116,0.9989366510781186,0.9994827592974913,0.5
0.02928870292887029,0.9880665146396514,0.9877774652375224,0.9987662410763746,0.9993982973056446,0.5
0.03347280334728033,0.987614240236413,0.9871532493166674,0.9985956742837041,0.999313795155489,0.5
0.03765690376569037,0.9871450478193987,0.9865206758333036,0.9984249426320626,0.9992292507796389,0.5
0.04184100418410042,0.9866583217478456,0.9858795109298678,0.9982540376385308,0.9991446620042996,0.5
0.046025104602510455,0.9861534253040145,0.9852295146459421,0.9980829503840128,0.9990600265437933,0.5
0.050209205020920494,0.9856297000744682,0.9845704407853685,0.9979116714908404,0.9989753419948026,0.5
0.05439330543933054,0.9850864653214118,0.9839020367821047,0.997740191099234,0.998890605830319,0.5
0.05857740585774058,0.9845230173446708,0.9832240435649283,0.9975684988425568,0.9988058153932803,0.5
0.06276150627615062,0.9839386288349687,0.9825361954211019,0.9973965838213052,0.9987209678898803,0.5
0.06694560669456066,0.9833325482192526,0.981838219859125,0.9972244345757675,0.9986360603825353,0.5
0.0711297071129707,0.9827039989989159,0.981129837470709,0.9970520390572852,0.9985510897824896,0.5
0.07531380753138074,0.9820521790818677,0.9804107617921242,0.9968793845980484,0.9984660528420404,0.5
0.0794979079497908,0.9813762601095132,0.9796806991650747,0.9967064578793439,0.9983809461463631,0.5
0.08368200836820083,0.9806753867798258,0.9789393485972809,0.996533244898187,0.998295766104918,0.5
0.08786610878661087,0.9799486761678239,0.9781864016229506,0.9963597309322471,0.9982105089424149,0.5
0.09205020920502091,0.9791952170448959,0.9774215421633423,0.9961859005029855,0.9981251706893134,0.5
0.09623430962343095,0.9784140691985697,0.9766444463876371,0.9960117373369143,0.9980397471718357,0.5
0.10041841004184099,0.9776042627544715,0.9758547825743499,0.9958372243248799,0.9979542340014683,0.5
0.10460251046025104,0.9767647975023881,0.9750522109735288,0.9956623434792742,0.997868626563922,0.5
0.10878661087866108,0.9758946422285186,0.974236383670008,0.9954870758890666,0.9977829200075276,0.5
0.11297071129707112,0.9749927340561894,0.9734069444479984,0.9953114016725501,0.9976971092310358,0.5
0.11715481171548116,0.9740579777974971,0.9725635286573175,0.995135299927683,0.9976111888707914,0.5
0.1213389121338912,0.9730892453185593,0.9717057630815825,0.99495874867991,0.9975251532872484,0.5
0.12552301255230125,0.9720853749212581,0.9708332658087061,0.9947817248273326,0.9974389965507956,0.5
0.12970711297071127,0.9710451707446031,0.9699456461040626,0.9946042040830991,0.9973527124268544,0.5
0.13389121338912133,0.9699674021890702,0.9690425042867074,0.9944261609148739,0.9972662943602133,0.5
0.13807531380753138,0.9688508033675286,0.9681234316090599,0.9942475684812404,0.9971797354585591,0.5
0.1422594142259414,0.9676940725866288,0.967188010140484,0.9940683985648868,0.9970930284751657,0.5
0.14644351464435146,0.9664958718627983,0.9662358126552211,0.9938886215024132,0.9970061657906947,0.5
0.15062761506276148,0.9652548264772738,0.9652664025251605,0.9937082061105922,0.9969191393940661,0.5
0.15481171548117154,0.9639695245748937,0.9642793336179558,0.9935271196089108,0.9968319408623476,0.5
0.1589958158995816,0.9626385168116777,0.9632741502010237,0.9933453275382058,0.996744561339618,0.5
0.1631799163179916,0.9612603160565326,0.9622503868519888,0.9931627936752039,0.9966569915147461,0.5
0.16736401673640167,0.9598333971527446,0.9612075683761692,0.992979479942763,0.9965692215980356,0.5
0.1715481171548117,0.9583561967452451,0.9601452097317222,0.9927953463156064,0.9964812412966761,0.5
0.17573221757322174,0.9568271131799707,0.959062815963105,0.9926103507213269,0.9963930397889385,0.5
0.1799163179916318,0.9552445064819772,0.9579598821435319,0.9924244489364331,0.9963046056970535,0.5
0.18410041841004182,0.9536066984193062,0.9568358933271425,0.9922375944771956,0.9962159270587054,0.5
0.18828451882845187,0.9519119726599437,0.9556903245116257,0.9920497384850415,0.9961269912970717,0.5
0.1924686192468619,0.9501585750295528,0.9545226406120804,0.9918608296062353,0.9960377851893326,0.5
0.19665271966527195,0.9483447138779946,0.9533322964469191,0.9916708138655695,0.9959482948335773,0.5
0.20083682008368198,0.94646856056298,0.9521187367366623,0.991479634533781,0.9958585056140234,0.5
0.20502092050209203,0.9445282500595165,0.9508813961164955,0.9912872319883904,0.9957684021644645,0.5
0.20920502092050208,0.9425218817041133,0.9496196991635014,0.9910935435676558,0.9956779683298574,0.5
0.2133891213389121,0.9404475200829993,0.9483330604395079,0.9908985034173126,0.9955871871259564,0.5
0.21757322175732216,0.9383031960738677,0.947020884550524,0.9907020423297613,0.995496040696895,0.5
0.22175732217573219,0.936086908050903,0.9456825662237754,0.9905040875753511,0.9954045102706122,0.5
0.22594142259414224,0.9337966232630455,0.9443174904033727,0.9903045627253879,0.9953125761120167,0.5
0.2301255230125523,0.9314302793956198,0.9429250323656833,0.9901033874664873,0.995220217473776,0.5
0.23430962343096232,0.9289857863255753,0.941504557855507,0.989900477405874,0.9951274125446093,0.5
0.23849372384937237,0.9264610280806549,0.9400554232441789,0.9896957438672116,0.9950341383949637,0.5
0.2426778242677824,0.9238538650128321,0.9385769757107567,0.9894890936765378,0.9949403709199399,0.5
0.24686192468619245,0.9211621361962959,0.9370685534474703,0.9892804289378541,0.9948460847793341,0.5
0.2510460251046025,0.9183836620601507,0.935529485890637,0.9890696467979129,0.9947512533346504,0.5
0.25523012552301255,0.9155162472657878,0.9339590939782662,0.9888566391997214,0.9946558485829354,0.5
0.25941422594142255,0.9125576838386016,0.9323566904355941,0.9886412926242671,0.9945598410872791,0.5
0.2635983263598326,0.9095057545633264,0.9307215800898089,0.9884234878199554,0.9944631999038153,0.5
0.26778242677824265,0.9063582366517844,0.9290530602152318,0.9882030995192278,0.9943658925050524,0.5
0.2719665271966527,0.9031129056912194,0.9273504209102353,0.987979996141821,0.9942678846993532,0.5
0.27615062761506276,0.8997675398806619,0.925612945507178,0.9877540394841007,0.9941691405463775,0.5
0.28033472803347276,0.8963199245619079,0.9238399110166395,0.9875250843938981,0.9940696222682871,0.5
0.2845188284518828,0.892767857050684,0.9220305886072303,0.9872929784302542,0.993969290156512,0.5
0.28870292887029286,0.8891091517724269,0.9201842441222425,0.9870575615074659,0.9938681024738614,0.5
0.2928870292887029,0.8853416457057904,0.9183001386343915,0.9868186655228152,0.9937660153517518,0.5
0.29707112970711297,0.8814632041355273,0.916377529039873,0.9865761139673439,0.9936629826823241,0.5
0.30125523012552297,0.8774717267147544,0.9144156686929328,0.9863297215190338,0.9935589560051982,0.5
0.305439330543933,0.8733651538348051,0.9124138080821084,0.9860792936177317,0.9934538843886147,0.5
0.30962343096234307,0.8691414732988839,0.9103711955492563,0.9858246260211608,0.9933477143046945,0.5
0.3138075313807531,0.8647987272935871,0.9082870780524265,0.9855655043413428,0.9932403894985385,0.5
0.3179916317991632,0.8603350196500148,0.9061607019735812,0.9853017035607609,0.9931318508508803,0.5
0.3221757322175732,0.8557485233836987,0.903991313972088,0.9850329875275856,0.9930220362339862,0.5
0.3263598326359832,0.851037488499897,0.9017781618848282,0.9847591084292914,0.9929108803604929,0.5
0.3305439330543933,0.8462002500479824,0.8995204956736793,0.9844798062439943,0.9927983146248529,0.5
0.33472803347280333,0.8412352364056649,0.8972175684210191,0.9841948081688537,0.9926842669370497,0.5
0.3389121338912134,0.8361409777706944,0.8948686373737892,0.9839038280248937,0.9925686615482295,0.5
0.3430962343096234,0.8309161148344516,0.8924729650365305,0.98360656563762,0.9924514188678831,0.5
0.34728033472803344,0.825559407608525,0.890029820313662,0.983302706192832,0.9923324552721977,0.5
0.3514644351464435,0.8200697443719825,0.8875384797011294,0.9829919195670687,0.9922116829031847,0.5
0.35564853556485354,0.8144461507036176,0.8849982285273804,0.9826738596321548,0.9920890094581765,0.5
0.3598326359832636,0.8086877985600118,0.8824083622434548,0.982348163533378,0.9919643379692681,0.5
0.3640167364016736,0.8027940153568536,0.8797681877617821,0.9820144509408686,0.9918375665722702,0.5
0.36820083682008364,0.796764293007606,0.8770770248430845,0.9816723232738369,0.9917085882647203,0.5
0.3723849372384937,0.7905982968703942,0.874334207530558,0.981321362897393,0.9915772906524901,0.5
0.37656903765690375,0.7842958745509062,0.8715390856302879,0.9809611322917686,0.9914435556845106,0.5
0.3807531380753138,0.7778570645062433,0.8686910262366029,0.9805911731938726,0.9913072593751218,0.5
0.3849372384937238,0.7712821043920454,0.8657894153008256,0.9802110057112239,0.991168271513545,0.5
0.38912133891213385,0.7645714390929297,0.8628336592416085,0.9798201274084577,0.9910264553599596,0.5
0.3933054393305439,0.7577257283743459,0.8598231865947655,0.979418012366746,0.9908816673276548,0.5
0.39748953974895396,0.7507458540924512,0.8567574497002262,0.979004110216662,0.9907337566507189,0.5
0.40167364016736395,0.7436329268975697,0.8536359264234321,0.9785778451452153,0.9905825650367146,0.5
0.405857740585774,0.7363882923662941,0.8504581219082005,0.9781386148780077,0.9904279263037844,0.5
0.41004184100418406,0.7290135364973569,0.8472235703577496,0.9776857896377172,0.9902696660016194,0.5
0.4142259414225941,0.7215104905070773,0.8439318368402732,0.9772187110803916,0.9901076010157233,0.5
0.41841004184100417,0.7138812348615414,0.8405825191151135,0.9767366912113504,0.9899415391543965,0.5
0.42259414225941416,0.7061281024847079,0.8371752494752585,0.9762390112828343,0.9897712787178672,0.5
0.4267782426778242,0.698253681084388,0.8337096966015536,0.975724920675924,0.9895966080489965,0.5
0.43096234309623427,0.6902608145415448,0.83018556742369,0.9751936357696701,0.989417305064992,0.5
0.4351464435146443,0.6821526033125889,0.8266026089826989,0.9746443388008317,0.9892331367695688,0.5
0.4393305439330544,0.6739324037993336,0.8229606102893621,0.9740761767181307,0.9890438587450135,0.5
0.44351464435146437,0.6656038266469735,0.8192594041726284,0.9734882600354714,0.988849214623623,0.5
0.4476987447698744,0.6571707339368621,0.8154988691118239,0.9728796616891798,0.9886489355380104,0.5
0.4518828451882845,0.6486372352479363,0.8116789310461465,0.972249415904961,0.9884427395498007,0.5
0.45606694560669453,0.6400076825683128,0.8077995651546614,0.9715965170809768,0.9882303310562726,0.5
0.4602510460251046,0.6312866640468202,0.803860797599755,0.9709199186942072,0.9880114001745448,0.5
0.4644351464435146,0.6224789965829305,0.7998627072267646,0.9702185322380661,0.9877856221029565,0.5
0.46861924686192463,0.6135897172626411,0.7958054272122972,0.9694912262001232,0.9875526564593453,0.5
0.4728033472803347,0.6046240736572432,0.7916891466535603,0.9687368250897112,0.9873121465960052,0.5
0.47698744769874474,0.595587513011459,0.7875141120908794,0.9679541085261905,0.9870637188911747,0.5
0.4811715481171548,0.5864856703570638,0.7832806289554599,0.9671418103996946,0.9868069820170062,0.5
0.4853556485355648,0.5773243555976726,0.7789890629343706,0.9662986181172885,0.9865415261840698,0.5
0.48953974895397484,0.568109539619759,0.7746398412446861,0.9654231719486347,0.9862669223625643,0.5
0.4937238493723849,0.5588473394940643,0.7702334538087333,0.9645140644864766,0.985982721480546,0.5
0.49790794979079495,0.5495440028401958,0.7657704543224352,0.9635698402385138,0.985688453599636,0.5
0.502092050209205,0.5402058914353179,0.7612514612088421,0.962588995368539,0.9853836270688456,0.5
0.506276150627615,0.5308394641552595,0.756677158449098,0.9615699776060468,0.9850677276573486,0.5
0.5104602510460251,0.5214512593429996,0.7520482962832805,0.9605111863448709,0.9847402176672427,0.5
0.5146443514644351,0.512047876705257,0.7473656917738227,0.9594109729527714,0.9844005350275951,0.5
0.5188284518828451,0.5026359588426881,0.7426302292245214,0.9582676413152473,0.9840480923713186,0.5
0.5230125523012552,0.4932221725229484,0.7378428604485174,0.9570794486381689,0.9836822760967364,0.5
0.5271966527196652,0.4838131898085102,0.7330046048790474,0.9558446065351144,0.983302445416006,0.5
0.5313807531380753,0.47441566915261646,0.7281165495172484,0.9545612824264894,0.9829079313929447,0.5
0.5355648535564853,0.46503623657710047,0.7231798487118305,0.9532276012786166,0.9824980359731856,0.5
0.5397489539748953,0.45568146704493095,0.7181957237660187,0.9518416477119536,0.9820720310100259,0.5
0.5439330543933054,0.4463578661383589,0.7131654623678051,0.9504014685083892,0.9816291572898044,0.5
0.5481171548117154,0.437071852150404,0.7080904178402403,0.9489050755481672,0.9811686235611526,0.5
0.5523012552301255,0.42782973869320184,0.7029720082092246,0.9473504492073046,0.9806896055730246,0.5
0.5564853556485355,0.4186377179215238,0.6978117150870419,0.9457355422464185,0.9801912451270064,0.5
0.5606694560669455,0.40950184446360693,0.6926110823706857,0.9440582842215313,0.9796726491500627,0.5
0.5648535564853556,0.4004280201444467,0.6873717147548839,0.942316586446699,0.9791328887945692,0.5
0.5690376569037656,0.39142197957896563,0.6820952760605999,0.9405083475370967,0.9785709985732278,0.5
0.5732217573221757,0.38248927670411415,0.6767834873806896,0.9386314595594532,0.9779859755372629,0.5
0.5774058577405857,0.3736352723101106,0.6714381250453086,0.9366838148144059,0.977376778507139,0.5
0.5815899581589957,0.3648651226217846,0.6660610184105937,0.9346633132723567,0.9767423273659455,0.5
0.5857740585774058,0.3561837689715125,0.6606540474750674,0.9325678706807203,0.9760815024265315,0.5
0.5899581589958158,0.3475959285956207,0.6552191403291432,0.9303954273559804,0.9753931438844796,0.5
0.5941422594142259,0.3391060865765224,0.6497582704440225,0.928143957668686,0.9746760513700335,0.5
0.5983263598326359,0.33071848894336986,0.6442734538071712,0.9258114802233568,0.9739289836131759,0.5
0.6025104602510459,0.32243713693472675,0.6387667459124307,0.9233960687282012,0.9731506582371626,0.5
0.606694560669456,0.3142657824178503,0.633240238613661,0.9208958635415687,0.9723397516969507,0.5
0.610878661087866,0.3062079244506546,0.6276960568516033,0.9183090838731341,0.9714948993801154,0.5
