predictive_information,update_cost,maintenance_cost,js_closure_error,burden,survival_score,phase_b_candidate
0.8360538193224382,0.7982309201386047,0.8334898320967253,0.7467386608340916,2.3784594130694217,0.3442733342888025,0
0.3801182668292289,0.0735158879495913,0.3116447064391304,0.6692807758144504,1.054441370203172,0.3441724269702996,0
0.7116571264145932,0.09770575845614704,0.2696063679213401,0.17549690378515903,0.5428090301626461,1.2004829383576348,1
0.8643152230530167,0.22340888502198122,1.1241109918641998,0.2649199723370047,1.6124398492231857,0.519907666708596,0
0.6520779563645197,0.5747459381965336,0.9996366302884643,0.4704143601216306,2.0447969286066288,0.3112845677114176,0
0.5619123125489145,0.4825947714507429,0.1268046813108777,0.31654974779712114,0.9259492005587417,0.5757597959270968,1
0.7694440198552575,0.40140456176901407,0.21015946054708873,0.3735639916960236,0.9851280140121264,0.7433322346990828,1
0.7248249511608392,1.0874932195457598,1.0900461113757534,0.3164946243178743,2.4940339552393875,0.2849116654548091,0
0.4831536912935265,0.7257246919758144,0.7820164134798672,0.8941123855163086,2.40185349097199,0.19705650972725516,0
0.5852851700371676,0.44769689103638693,0.7227089696845769,0.2636501184555436,1.4340559791765073,0.39438213803898314,0
0.7539326892885724,0.7765359469673088,0.10698827906138594,0.5411557502027003,1.424679976231395,0.5112517301654005,0
0.09165700156502099,1.0928664793470664,0.8411590048703074,0.3734347576000358,2.3074602418174095,0.038879553486917316,0
0.6574697614276078,0.2747419856231151,0.6366639266015227,0.18379388909611064,1.0951998013207485,0.5741092171596205,1
0.7439754286088719,0.5236706519181558,0.7959271902771197,0.5830423932705084,1.9026402354657839,0.38100998591345914,0
0.41679607977410305,0.29646405608087145,0.8829502938274784,0.07006479619287848,1.2494791461012282,0.32074087608454394,0
0.5219670544124597,0.6597720686102888,0.7631558058003957,0.7233147767301256,2.1462426511408097,0.23766365439689952,0
0.2518590089307153,0.1991783032277544,0.7666477446711994,0.32221746128850903,1.288043509187463,0.18822931182832656,0
0.6606883554217731,0.4514015264890032,1.0695140475750786,0.6511183176698684,2.17203389173395,0.2973349586968762,0
0.9721457362746531,1.2446517307862892,0.8512129333521807,0.08298782454888337,2.1788524886873537,0.43616423303418456,0
0.31975169218294086,1.1525564103566626,0.5420981763921091,0.2978552470565522,1.992509833805324,0.15654842238248784,0
0.4789458656059006,0.05592027851309008,0.9808169234910836,0.7939021460675516,1.8306393480717253,0.25467183067129684,0
0.8948654830230964,0.4608670790024769,0.8476470684491862,0.16780192714314252,1.4763160745948056,0.5862910690111537,1
0.5648588509785788,1.0238369049323783,0.7036309137000437,0.7112142994960853,2.4386821181285074,0.22697107310890854,0
0.4388207979092509,1.0540166012539396,0.43950064507308845,0.4051501081722994,1.8986673544993276,0.22519020339517998,0
0.6782420234267104,0.42011914500304454,0.4433767295736818,0.7094527449917377,1.5729486195684639,0.41790726782653936,0
0.05989562446103874,0.8372436198723332,1.0824853729146773,0.17645585698670613,2.0961848497737168,0.027907952321699528,0
0.17918252534933551,0.9633434270962489,0.7751075170816614,0.848868582205456,2.587319526383366,0.06794115144441895,0
0.8751836828202271,0.5283195653321778,0.7558028192494686,0.36407059550322296,1.6481929800848696,0.5153617363183827,0
0.18349264877546692,0.17856093578630527,0.5764457401602537,0.15501872902057837,0.9100254049671374,0.19113311775509528,0
0.058582833656297725,0.9903618887186205,0.8505089571107961,0.8560660220829008,2.696936867912317,0.02132660358547698,0
0.9286036711832688,0.9290680375742967,1.120148577676694,0.6090290873073547,2.6582457025583452,0.342880142044004,0
0.7602015053770335,0.7196891588997657,0.23808453862216888,0.4044261440473259,1.3621998415692604,0.5383101477566268,1
0.9781078065978451,0.9838843987255818,0.6234865845844054,0.9141247404821231,2.5214957237921105,0.3803653249539369,0
0.7669273834287514,1.2380304671450961,0.7689077181158298,0.12346218738059128,2.1304003726415175,0.35173695301640046,0
0.9251241246120963,0.3071042411214119,0.2975768679107915,0.4564968105174778,1.061177919549681,0.8325616522212883,1
0.36408104135083263,0.047725465686384,0.4291009985825155,0.6325686464069343,1.109395110675834,0.31402671789654407,0
0.7619936425764725,0.7959948418699062,0.2253147249635477,0.6007111397441579,1.622020706577612,0.4557321805757806,0
0.18947612956232998,0.2699487443392636,0.16501033456077832,0.9060593940758935,1.3410184729759353,0.13621395635168385,0
0.8291734083171123,1.089670616967998,0.6229467287207769,0.15628127709403566,1.8688986227828104,0.4321090225780843,0
0.7403426673235812,0.9598247176730516,0.48137392059459555,0.6634767137846086,2.1046753520522556,0.3435982439853084,0
0.21559200897161904,0.6097496230443189,0.913282127732584,0.12796260348351826,1.650994354260421,0.12674469402654587,0
0.20844818902874976,0.9893874335690399,0.7901943549782069,0.23206638163961704,2.011648170186864,0.10110754688558544,0
0.19364270161923747,1.1832390766109093,0.920503881549646,0.8188436146427743,2.9225865728033296,0.06514282994847166,0
0.8243071809640846,0.9154332428157089,0.4809241963799376,0.21979965060972453,1.6161570898053712,0.4947355720584392,0
0.674395608686357,0.36535943969714624,1.1469480816137292,0.15446881189899786,1.6667763332098733,0.392826715769918,0
0.3023930734973028,0.5956732083283967,0.7353625838956591,0.0024814307349362405,1.333517222958992,0.21856834774384726,0
0.6647899893847408,0.1380905732655736,0.4035291082896723,0.46826237129887166,1.0098820528541175,0.6272301598036802,1
0.695440971060735,0.8005144604506931,1.017860551397793,0.7766805426966309,2.595055554545117,0.2629211208307999,0
0.6982159487821717,0.43936694593989095,0.8031803713758402,0.2029656724271765,1.4455129897429075,0.46687387777367384,0
