predictive_relevance,gross_causal_boundary_gain,cost,net_fds_value,selected
1.7819744535540472,0.6863380927540612,0.4034916296890966,0.4240685334561484,False
-0.21485228147754376,0.3993333154533796,0.23690246484489982,0.2453467133041947,False
1.245772661413636,0.1350241931277334,0.05387526003671628,0.10000527410386781,False
-0.5116586178665442,-0.5484523703394144,0.11677657555621855,-0.6243571444509565,False
0.6006099656968051,1.6834507072145486,0.19790610581002124,1.5548117384380347,True
-0.27123724930320847,0.12506486463663508,0.181556118150267,0.0070533878389615196,False
-2.1626801245213985,1.1120733215088074,0.17630461953241752,0.9974753188127361,True
0.5433766518257234,0.17443958517560326,0.29759592587226585,-0.01899776664136954,False
0.12564993747153408,2.1129489755491364,0.23718685617218702,1.9587775190372148,True
-1.0959172259903298,-1.303085570120503,0.19311206187951724,-1.4286084103421892,False
-0.42203885542914793,-1.2366537364694146,0.06267580769242463,-1.2773930114694907,False
1.8653025637189307,0.9199624699993757,0.31124423990908245,0.7176537140584721,True
0.10290607236545785,0.7436018280063095,0.12735644841807853,0.6608201365345584,True
0.8462150512217272,-2.136555768971622,0.1195342136588308,-2.214253007849862,False
0.36361581190039416,0.5055869185637221,0.23369696436073945,0.3536838917292414,False
1.0375565400363878,1.4163316891645101,0.4094086113273139,1.150216091801756,True
-0.5479088096208553,-1.4729201337648705,0.33426136079278684,-1.690190018280182,False
0.3791628381103234,0.6630961510865313,0.16026347491100462,0.5589248923943783,True
-0.2822884296311287,-0.15143378100557617,0.18628876355126056,-0.27252147731389553,False
0.7832407944167317,-0.019497544102398692,0.20518048297820882,-0.1528648580382344,False
0.9129211971564446,0.4993334962512781,0.4269627779641285,0.22180769057459454,False
-2.067230031731458,1.0645645697689592,0.3002067894758809,0.8694301566096365,True
-0.44382149581452346,-0.018196022821049374,0.40086817713739475,-0.278760337960356,False
-0.14770646024801115,-0.1281029492781407,0.2864990734243636,-0.314327347003977,False
-0.46701621237352364,0.5768683198808968,0.37245035241616287,0.334775590810391,False
1.0303676436656586,0.8752070527140393,0.09036715846735888,0.8164683997102561,True
-1.8865680318682967,0.32433409122692214,0.09404238436969324,0.26320654138662153,False
-0.17862289444905793,0.8668920635443951,0.16248957049680546,0.7612738427214716,True
1.5199416973944861,0.4353880896118976,0.05186390998385418,0.4016765481223924,False
-1.4785092932233068,-1.1665270236765675,0.4370867317125732,-1.45063339928974,False
-0.6596573370508294,-0.7869510179352268,0.4328978631299049,-1.068334628969665,False
1.5194702988296496,-0.3079261088179378,0.1665999073486069,-0.4162160485945323,False
-1.2027562963914369,-1.8730152043992856,0.12590980927918868,-1.9548565804307583,False
-0.86038441386067,-0.7003788705074908,0.20478609891654714,-0.8334898348032465,False
-2.6052836221368847,-0.001573282773089435,0.32179901635312547,-0.210742643402621,False
1.4649873405530016,-0.6388267389456395,0.2659236986371322,-0.8116771430597755,False
-0.434018846720826,1.0048651166871148,0.3923385136332576,0.7498450828254972,True
-0.19405926583321595,-1.2603493951958213,0.3798868458304467,-1.5072758449856116,False
1.7757484306525864,-0.41780836801433247,0.153952152097672,-0.5178772668778193,False
-0.9833762937859895,0.66508054827818,0.33784262496840894,0.44548284204871413,False
0.6576116176361028,0.7244361954286671,0.2680444352625548,0.5502073125080065,True
0.8226280582643464,0.7024687219248686,0.3047491803129718,0.504381754721437,False
-1.1341416808066265,-0.38212476107219784,0.10258872516552522,-0.44880743242978927,False
0.4243836480979476,0.8047988696351475,0.34639911590626554,0.5796394442960748,True
0.315761554176343,-0.6412371867132879,0.15245266246276984,-0.7403314173140882,False
-0.7156124593791471,-0.824670686461664,0.1434788625018662,-0.9179319470878771,False
-0.718109324611157,0.784445957770592,0.18176140230179844,0.666301046274423,True
-2.2020491639583915,0.7047514212158655,0.24430757592791827,0.5459514968627186,False
-0.2225714554588123,-0.9038270119009411,0.10393356043930516,-0.9713838261864894,False
-0.30270758648810664,1.0994644620088196,0.14316424034867634,1.00640770578218,True
0.830783221010974,0.6073800377628423,0.28287037135047216,0.4235142963850354,False
1.0443778820670255,-1.6153679032202595,0.15959467235105773,-1.719104440248447,False
-1.9666446917950289,0.7943716786517946,0.3425739985036801,0.5716985796244025,True
-0.22309672723502727,-0.5895798639419394,0.4083177986084063,-0.8549864330374035,False
-0.17764266542373822,-0.21409736959328804,0.062275138079551165,-0.2545762093449963,False
-1.294419528201758,-0.19429821509715087,0.08914386109947042,-0.2522417248118066,False
-0.475881210925724,1.3617602094406862,0.23215897529161375,1.2108568755011373,True
0.9955780405398185,-1.0173763252442036,0.1421957168498793,-1.1098035411966252,False
-1.4242293159826578,-0.3559952590788829,0.28691284556325697,-0.5424886086949999,False
-0.600690380485462,0.4899578601296536,0.26522885577072897,0.31755910387867975,False
0.9946284026332327,-1.463125007473332,0.44108012993887125,-1.7498270919335983,False
0.8028396881715784,0.15479029380681464,0.2165712845376504,0.014018958857341862,False
0.11058020842807104,0.6820769623412595,0.3574546584078454,0.4497314343761599,False
0.09002343091302345,3.81877037266148,0.37661034055177534,3.573973651302826,True
-1.331361390846012,1.2298136276046048,0.2678934409899973,1.0556828909611065,True
1.0354814637044472,1.231463744562725,0.07440157329253876,1.1831027219225747,True
1.0653748037028659,0.8627401492517213,0.0524541679988277,0.8286449400524832,True
0.9080003724512065,-0.3002017769218599,0.10088413302610895,-0.36577646338883074,False
0.46618997065579865,-0.821447991799553,0.4211758487470038,-1.0952122934851054,False
0.01942921657863428,1.104669431405937,0.22107136160384966,0.9609730463634348,True
-1.0406000657368835,-2.342699567382442,0.42177751007080916,-2.616854948928468,False
2.3415290547685403,-0.7872494055503173,0.18089356560980754,-0.9048302231966923,False
-2.1977438010124892,2.5111110679890802,0.08202311079496703,2.457796045972352,True
0.4916389549736814,-1.0114110898500017,0.14134753822367513,-1.1032869896953905,False
0.20958141763368437,0.4801586529811109,0.3402937738101517,0.2589677000045123,False
1.0964185611089905,0.6302177535369445,0.3866337439303401,0.37890581998222345,False
-1.150977616607947,-0.8159733366294966,0.18848077604671953,-0.9384858410598642,False
-0.6265404055868156,-1.3983535013867892,0.2976743434160347,-1.5918418246072117,False
-0.008540508630564367,-0.07855632824385204,0.22167776522707283,-0.22264687564144942,False
-1.864502871194765,-2.659020766391734,0.43820111254688376,-2.9438514895472085,False
1.4420760251272389,-0.08302805047780626,0.11917472356694808,-0.1604916207963225,False
0.9942002079900301,1.0620293711038415,0.2021404423321576,0.9306380835879391,True
2.280518419683033,-0.7450020279621268,0.211153256383149,-0.8822516446111737,False
-0.8790373955860276,-1.1746860514014301,0.282465493521397,-1.358288622190338,False
-2.0136055931583114,0.3499185434553431,0.15410417894520223,0.24975082714096167,False
0.9885080301713183,0.7740023359693937,0.18116169040444158,0.6562472372065067,True
-0.2935931059944704,0.7229970985560119,0.3825993917023555,0.4743074939494808,False
0.4116466155255047,0.016118132310934237,0.10509436667444057,-0.05219320602745214,False
0.7880273925095751,1.0543105746357757,0.29492074317135625,0.8626120915743941,True
0.3216767153197506,0.8787259271684562,0.13753522213337366,0.7893280327817633,True
