delta_proxy_reward,delta_boundary_loss,proxy_boundary_inversion
1.781233640769929,0.16925233469038203,True
1.9530406320628124,-2.2049464633911615,False
-0.3683626362200641,0.7465198746194884,False
-0.1732886718377391,2.22406769621322,False
-1.8439375742048725,1.7732922651922818,False
1.9110342036689842,0.2591953818897994,True
-0.7374584625858921,-0.17414972405952145,False
1.822988885566728,-0.4995682102926783,False
-0.8237487196891101,0.21446612015047234,False
0.945996671627134,-0.30044257390974927,False
0.48405914020695867,-0.25691332030047254,False
-0.6016332581910651,0.4070249676407602,False
-0.6245579816724138,0.01686573411636888,False
-1.3353381196528962,1.790705533238012,False
0.3281428527994153,-0.0942644731762769,False
1.0776252846102676,-1.5097413702835771,False
1.302360913291607,-1.0222713602142994,False
1.5945273075780824,-0.3018672651016441,False
-1.3664081289722574,1.6991283770378036,False
-0.0563567313137736,-1.221609601946254,False
0.7837768264995588,-0.778314963151109,False
-0.46576114510840694,0.43613644354005765,False
-0.29062515250549625,0.6535256469869759,False
1.4075603546424085,-0.43764712464849326,False
-1.1633227046944716,0.6239317848210135,False
-0.05099022494510775,-0.8945626234436479,False
0.6778074072091838,2.0042780755304364,True
-0.37029900135049754,0.8758375546595505,False
-0.4380672544075941,0.027209903976310068,False
1.2349801784899404,2.2066473282279615,True
-0.49911964488628996,-0.2839878342054648,False
1.4494102227472205,-0.2396360792988783,False
-2.0433877515687255,0.9549975246232549,False
-0.9743765799663685,0.6536722933708723,False
0.359269397779077,1.61504843839178,True
0.555585205650375,0.9306749822794047,True
1.2418112975529243,-0.3733608427702362,False
0.276187082541621,0.1732956114811051,True
0.9384307397504902,0.3083047346318909,True
-1.4181197433702417,0.7258545439908346,False
-0.3504066465446279,0.4377717439439832,False
2.025882706131923,-1.1707800391594732,False
0.9778800730705755,-0.7476694513763698,False
0.3951407090505246,-0.565576595467284,False
0.025998200427209444,-0.6561216216594296,False
1.6851276761991596,-1.8835684393371928,False
1.3265426602368733,-0.9324165852725286,False
-0.8410046146534065,0.3886028993377767,False
-0.20932038507264666,0.2641527651103102,False
0.16645251357794352,-0.030714021771048164,False
1.0106019066885437,-0.7554115335908793,False
-1.7153217191251897,1.8523227752325455,False
0.6775579894960957,-0.3121071243665722,False
2.0701179869863324,1.2912340466180516,True
2.9191283067490237,0.7362723699207253,True
1.0137629948057068,-0.4445357760373345,False
0.5301381504181227,-0.3211640883301455,False
-1.2047987807229827,-0.04760891100844333,False
-1.1249300274545446,0.19436608275204448,False
1.665672634032543,1.2986116357715503,True
-0.6578662790474995,2.8440178038931805,False
-1.1590747002502633,0.7675606431261778,False
1.5805915032400684,0.3981267945005985,True
0.07283694305509246,-0.4619486404918531,False
0.7973903310025482,3.441650528031757,True
0.6083376801506393,-1.7433529190100918,False
0.17259170413553912,-0.21217757439203483,False
1.970915479678768,0.16458956694472682,True
0.0206787097500698,-0.4584896503256967,False
0.5709005713573184,-0.6798732084312145,False
0.39677454114338323,-0.4703882228813488,False
0.19536055390036597,0.23189834821149058,True
2.4257096674055014,0.10121309518808808,True
0.6302240162209126,-0.9119700478143078,False
-1.0269992537123287,0.21463034001481124,False
-2.8404334034845755,1.221900109268593,False
-0.11459261111276506,0.7921179152415962,False
0.5216627336865312,-0.9502921752653641,False
0.28032731989244836,-0.49307888644392767,False
-1.1393744937687695,1.3549559184455882,False
1.5503311433827671,1.351643388946209,True
2.7646902739904493,-1.2486823075708804,False
0.8365886658637999,-0.32096470626472307,False
-0.9459978768086779,1.1801640733115129,False
-0.01312627824764045,1.3454819575607064,False
-0.32434651089695177,1.1064914496506977,False
0.20927779152292858,0.48400270720634053,True
1.6341993419962313,-1.0438084948267838,False
-0.8156456894442818,0.7184126947863783,False
1.3940762601013668,-2.068737762180565,False
-0.13833294866881068,-0.01783169315248896,False
-0.26304981275455525,-0.9039130223768302,False
0.660302370268208,-1.7168478140359817,False
-1.829837909809738,-0.276977807282053,False
-0.8745949536132598,-0.7618432668104005,False
-0.7827820944579067,0.22798710925546828,False
1.0856849896929182,-0.5284721992481569,False
0.8961914261778143,-0.3848545146857174,False
1.370990969049465,0.9294473343712806,True
0.6445003365686488,0.11683399534145655,True
0.8855479304565641,-1.0839760107590442,False
1.0934793664111369,-0.606820426264423,False
-1.1274155794104266,2.100985610231967,False
-0.12251870012617745,-0.02998317662617285,False
-1.5640677024656975,1.5750213530393515,False
0.3443882124571189,-1.6770774707238418,False
0.362195386136787,0.7167246195142454,True
0.5584661702848912,-0.034830017016139025,False
1.4873535245957634,0.037517359817848206,True
2.464863515091359,-1.423126015466157,False
1.1645813181334286,0.858842236261525,True
-0.7034311514962716,2.184745747796616,False
1.300266739750367,-1.208281497955206,False
-0.3469000530036731,0.8704267073325977,False
-0.925596039310402,-0.05437108916731159,False
0.3050678297258361,-0.9317591252122235,False
0.9845551775924728,-2.110717073124259,False
-0.8884580972345802,1.4548908984919475,False
-0.39800713931384496,-0.3589185536847943,False
1.2661564935264178,-1.8289484800377513,False
-0.854926452908662,-0.15768141918272366,False
1.2118557558131788,-0.6813081566934006,False
1.1518036143501407,-1.2765413936612076,False
-1.1261993418635916,1.8035793160705411,False
2.432004357537946,-0.8774604210419161,False
2.2057424045516107,1.600722380141508,True
1.3606505732823246,-1.3496602820904584,False
0.5827157576276647,-0.5657775528380536,False
0.08570737992468486,0.9489394497280816,True
0.9236611546483317,-0.15937013601183297,False
-0.6169655275571373,0.32786014819131576,False
-0.7714987380908511,1.2947039983675785,False
0.4098272191753935,1.8933736270723382,True
1.9866481405461949,2.837418598308055,True
-0.10131261639715153,0.08164256480514097,False
0.49145452794727607,0.09841911558412142,True
1.4976736494644507,-0.3692825334737416,False
0.894394970920979,2.3102488658389486,True
-1.4896144678610037,0.7562782985862464,False
-0.08018838053878898,0.6841739224308582,False
-1.1543504095295307,1.257115569189394,False
0.36501331022743655,-0.1819417706769476,False
0.23563878233950444,0.2648539812760772,True
0.8635052461497839,0.2751364909993369,True
0.1589977432156423,-1.6423736247122813,False
-2.0533882285657796,1.420385174098244,False
-0.9830086019126598,2.6823102063461186,False
-2.3229264967530705,1.3843826170625566,False
0.06406043723047283,-0.170354703189749,False
2.0667206430175,-0.9330262930567801,False
-0.9812535958658838,0.835061878356328,False
-0.99783716135422,0.528188945561212,False
-0.5586354472316756,1.2500703383980594,False
2.1272434351681793,-0.7172710420743806,False
-0.35673054027538903,0.08833673444305769,False
0.8637402203800169,0.06418592271804308,True
-0.5828615406861006,0.3369418687689145,False
-1.2501491419341084,1.156613871235402,False
0.6426623626539106,-0.7847298441456125,False
0.7749484576262404,0.35603184688509615,True
-0.6744336007849698,1.2036619732509026,False
-0.633011472060974,0.7995973035557019,False
0.25733135491176884,2.7107619125137035,True
-1.3783053118814572,0.8578828296932992,False
-0.29805268673165053,-0.18596414286988175,False
-1.0561287230986882,1.2876967330472875,False
0.4628319495935626,0.06814220311609281,True
0.2650347322374333,0.31089152462613445,True
0.21144619018540411,-0.16169736242528004,False
1.1137647195664904,-1.175652309095705,False
1.8110366608668818,-0.14765427568035583,False
-0.5104617710726822,-0.11075714483417293,False
-0.7191037059692601,1.2880237725595456,False
-0.28747917249873656,-0.9137191367070798,False
-0.28145897584123486,1.3626627524159176,False
1.2564482450089163,1.4999672400095665,True
1.4772403589523313,3.603160264867908,True
-0.5019933162724451,0.6692341911265859,False
0.3413332129861395,0.269209269851314,True
-1.9436702385654296,1.61654761272896,False
1.0708652956519666,1.5027111835743616,True
0.7597116385466494,0.04877355159980745,True
0.16426067545230788,2.1766463757207353,True
-0.05100737554541243,1.4127221573083892,False
-0.02125524958016336,1.6042586387362459,False
1.5437310960548776,-0.3881405646500824,False
0.5328927096593276,-0.22646356896926573,False
1.5157676210135524,-0.21983988880581773,False
-0.8947101404949447,1.0695118068624532,False
0.4328162514268354,0.08721512482422589,True
-0.3078914801503444,-0.17157176045877007,False
-0.8735551871570408,0.2972717099233755,False
0.05860923184451772,2.3080157160609405,True
-0.1303643591321703,1.0800200891603506,False
0.14116188004016145,-1.032434018102353,False
0.7051420545784781,-1.4942903550771252,False
2.090979972718562,-1.196957157078926,False
-0.08349765265032782,1.1581048900368136,False
0.49663585151811485,-0.08066808262650182,False
-0.21742781126861044,-0.4451542922552467,False
1.4535799956959825,-1.0169224233509668,False
1.31503425405458,-0.7041588756534067,False
0.4202186352157732,0.5370234653235562,True
-1.295170358336483,0.30415312365002245,False
1.513609946073585,0.7572152233053084,True
0.07044749235075141,-0.2965482056991919,False
0.1739570339474662,1.0366412573257815,True
1.3984888103023927,-1.1686921375147308,False
-0.48052910912098834,1.5884646796432123,False
-0.841857532351385,-0.6385015141993489,False
0.227073527326719,-1.2629743353148561,False
-0.15506533869950637,1.2202769062661436,False
0.6108518290798355,3.2388033636203826,True
-1.542788308238569,1.1549248335574709,False
-0.6227127830418029,0.41357762174575663,False
0.5527534874927511,-0.11644436221111976,False
-0.38395916484826015,-0.0580367741563364,False
1.8744288994562885,0.6081312570955333,True
1.5626487246711374,1.6103033786150618,True
-0.7300801155079841,1.0352552953448,False
0.2976978705127725,-0.04765374739778988,False
-0.660504698663609,1.1789480293570358,False
-1.0276167621961823,0.28277545547221544,False
-0.3547896725745666,0.3503935098262559,False
-0.07544448386231384,-0.22486242206410595,False
-0.1996264756438111,0.8032620152645438,False
0.023427152797771404,0.6711260583087313,True
-0.6589727747703024,0.42134257226449046,False
-0.1211187197898416,0.3321917408068107,False
-1.4520611619227692,-0.11269598059685726,False
1.0587626379089143,0.542983747533615,True
-0.797590895901398,0.07267716149654369,False
-0.8519962446522971,2.670402041466337,False
-0.2108174713655735,-0.17786946232203218,False
-0.007720965697039974,1.519225003285829,False
0.8009906205001727,0.26613234182125417,True
0.15285079526588963,-0.6455445384016888,False
-0.8993936828867305,0.9085840365076503,False
-1.4473405993033455,0.1245039861962215,False
0.5265562542544565,-0.6042279907445972,False
